treat_pay,treat_soc,treat_arg,treat_info,treat_min,nudge,control,intention1,intention2_1,intention3,vaccinated,clicked,gap1,already_vacced,female,age,age_band,region,covid1_1,covid1_2,covid2_1,covid2_2,covid2_3,covid2_4,civilstatus,civilstatus_d1,civilstatus_d2,civilstatus_d3,civilstatus_d4,civilstatus_d5,education,education_d1,education_d2,education_d3,education_d4,education_d5,education_d6,occupation,occupation_d1,occupation_d2,occupation_d3,occupation_d4,occupation_d5,mother,mother_d1,mother_d2,mother_d3,mother_d4,mother_d5,mother_d6,mother_d7,mother_d8,father,father_d1,father_d2,father_d3,father_d4,father_d5,father_d6,father_d7,father_d8,income,income_d1,income_d2,income_d3,income_d4,income_d5,income_d6,income_d7,income_d8,income_d9,income_d10,income_d11,income_d12,haschildren,dist_survey_rollout,dist_datamerge,largeregions,vacc_dist_cens,vaccinated_10d,vaccinated_20d,vaccinated_30d,vaccinated_40d,vaccinated_50d,vaccinated_rollout,vaccinated_incentives,week_num,falk1_1,falk1_2,falk1_3,falk2_1,falk2_2,falk2_3,falk2_4,belief_prot_death,belief_cause_death,treatment,single,university,foreign,unemployed
0,0,0,0,1,0,0,100,100,2,100,0,0,0,1,40,45,12,0,0,5,1,1,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,1,0,70,Stockholm,16,0,100,100,100,100,100,100,3193,11,8,9,11,7,11,5,NA,NA,4,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,47,50,21,1,0,5,2,3,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-7,70,Östra Mellansverige,14,0,100,100,100,100,100,100,3193,8,8,8,9,9,8,5,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,0,42,45,11,1,0,5,3,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,70,Sydsverige,21,0,0,100,100,100,100,100,3193,8,7,8,10,7,7,8,NA,NA,5,1,1,0,0
0,1,0,0,0,1,0,0,0,9,0,0,NA,0,0,46,50,19,0,0,2,5,2,1,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,70,Västsverige,30,0,0,0,0,0,0,0,3193,1,9,11,11,7,5,6,NA,NA,1,0,0,0,0
1,0,0,0,0,0,0,100,98,1,100,1,0,0,1,47,50,2,0,0,5,3,2,1,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,2,70,Norra Mellansverige,28,0,0,100,100,100,100,100,3193,3,6,6,9,8,5,8,NA,NA,0,0,0,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,1,42,45,18,0,0,5,4,4,1,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,1,-12,70,Östra Mellansverige,20,0,100,100,100,100,100,100,3193,11,8,10,11,7,4,5,NA,NA,5,0,0,0,0
0,0,0,0,1,0,0,100,94,2,0,0,100,0,1,44,45,19,1,0,5,3,1,2,1,1,0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,1,-19,70,Västsverige,30,0,0,0,0,0,0,0,3193,11,8,8,11,11,10,9,NA,NA,4,1,1,0,1
0,0,0,0,1,0,0,100,100,3,100,0,0,0,1,47,50,15,0,0,4,3,3,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-4,70,Norra Mellansverige,17,0,100,100,100,100,100,100,3193,8,5,10,11,9,2,10,NA,NA,4,0,1,0,0
0,0,0,1,0,1,0,100,100,1,100,0,0,0,1,45,50,14,0,0,5,1,2,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,70,Östra Mellansverige,6,100,100,100,100,100,100,100,3193,11,3,9,11,8,1,11,9,1,3,0,1,0,0
0,0,1,0,0,1,0,100,100,1,100,1,0,0,0,47,50,21,0,0,5,1,1,1,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,1,1,-7,70,Östra Mellansverige,14,0,100,100,100,100,100,100,3193,9,9,7,9,4,5,6,NA,NA,2,0,0,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,1,39,40,17,0,0,4,1,3,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-6,70,Mellersta Norrland,25,0,0,100,100,100,100,100,3193,8,7,11,11,7,6,9,NA,NA,5,0,1,0,0
0,1,0,0,0,1,0,0,50,2,0,0,NA,0,1,40,45,19,0,0,4,3,5,3,1,1,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,-19,70,Västsverige,30,0,0,0,0,0,0,0,3193,8,6,8,11,4,6,6,NA,NA,1,1,0,0,0
0,0,0,0,1,0,0,100,91,2,100,0,0,0,1,49,50,11,0,1,4,1,3,5,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,-1,70,Sydsverige,4,100,100,100,100,100,100,100,3193,11,7,10,11,9,8,9,NA,NA,4,1,1,0,0
0,0,1,0,0,1,0,100,100,7,100,0,0,0,1,40,45,11,0,0,4,3,2,1,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,70,Sydsverige,29,0,0,100,100,100,100,100,3193,6,7,8,10,8,2,9,NA,NA,2,0,0,0,0
0,0,1,0,0,1,0,100,100,2,100,0,0,0,1,44,45,12,0,0,5,1,2,1,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,70,Stockholm,7,100,100,100,100,100,100,100,3193,9,9,9,9,6,3,6,NA,NA,2,0,0,0,0
0,0,0,0,0,0,1,0,19,8,0,0,NA,0,1,41,45,12,0,0,2,1,4,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,0,70,Stockholm,30,0,0,0,0,0,0,0,3193,7,8,10,11,9,2,10,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,97,1,100,0,0,0,1,43,45,12,0,0,4,1,4,1,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,1,0,70,Stockholm,7,100,100,100,100,100,100,100,3193,11,6,6,11,8,9,1,NA,NA,5,1,0,0,0
0,0,0,0,0,0,1,100,97,4,0,0,100,0,1,46,50,2,1,1,3,3,4,1,1,1,0,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,2,70,Norra Mellansverige,30,0,0,0,0,0,0,0,3193,6,9,11,11,9,11,6,NA,NA,5,1,1,0,0
0,0,0,0,0,0,1,100,100,3,100,0,0,0,1,45,50,7,0,0,5,4,3,2,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,70,Småland med öarna,19,0,100,100,100,100,100,100,3193,11,7,7,9,8,6,9,NA,NA,5,0,0,0,0
0,0,1,0,0,1,0,100,100,3,100,0,0,0,1,46,50,5,0,0,3,1,1,4,4,0,0,0,1,0,5,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,2,70,Västsverige,14,0,100,100,100,100,100,100,3193,10,7,6,9,6,10,10,NA,NA,2,0,1,0,1
0,0,0,0,1,0,0,100,89,3,100,0,0,0,1,42,45,12,0,0,4,1,3,3,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,70,Stockholm,1,100,100,100,100,100,100,100,3193,6,8,7,10,5,9,8,NA,NA,4,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,48,50,13,0,1,3,1,4,1,2,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,7,70,Östra Mellansverige,11,0,100,100,100,100,100,100,3193,2,2,5,10,9,5,1,NA,NA,5,0,0,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,1,46,50,19,0,0,5,2,1,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-5,70,Västsverige,5,100,100,100,100,100,100,100,3193,11,4,11,11,11,6,7,NA,NA,5,0,1,0,0
0,1,0,0,0,1,0,100,90,1,100,0,0,0,1,42,45,21,0,0,3,3,4,2,1,1,0,0,0,0,5,0,0,0,0,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,1,-14,70,Östra Mellansverige,28,0,0,100,100,100,100,100,3193,11,4,6,11,3,3,6,NA,NA,1,1,1,0,0
1,0,0,0,0,0,0,0,65,6,100,0,NA,0,1,39,40,12,0,1,5,1,4,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-11,70,Stockholm,18,0,100,100,100,100,100,100,3193,11,9,10,11,10,8,10,NA,NA,0,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,42,45,2,0,0,5,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,2,70,Norra Mellansverige,15,0,100,100,100,100,100,100,3193,11,2,7,11,11,1,11,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,0,10,10,0,0,NA,0,0,43,45,7,0,0,3,3,3,3,1,1,0,0,0,0,2,0,1,0,0,0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,70,Småland med öarna,30,0,0,0,0,0,0,0,3193,2,1,1,10,2,10,10,NA,NA,5,1,0,0,0
0,0,1,0,0,1,0,100,80,3,100,0,0,0,1,48,50,12,1,0,4,1,5,2,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42500,0,0,0,0,0,0,0,0,1,0,0,0,1,13,70,Stockholm,2,100,100,100,100,100,100,100,3193,11,6,8,11,10,6,7,NA,NA,2,0,0,0,0
0,0,0,0,1,0,0,100,100,1,100,0,0,0,0,45,50,19,0,0,5,1,1,1,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-5,70,Västsverige,13,0,100,100,100,100,100,100,3193,9,6,7,11,10,3,10,NA,NA,4,0,0,0,0
0,0,0,0,0,0,1,100,100,4,100,0,0,0,0,47,50,19,0,0,5,1,1,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-5,70,Västsverige,7,100,100,100,100,100,100,100,3193,11,8,9,11,7,5,7,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,1,45,50,19,0,0,5,3,1,4,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,-5,70,Västsverige,6,100,100,100,100,100,100,100,3193,10,7,8,11,9,3,11,NA,NA,5,1,1,0,0
0,0,0,0,1,0,0,100,97,2,100,0,0,0,0,42,45,12,0,0,5,1,4,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,70,Stockholm,15,0,100,100,100,100,100,100,3193,10,8,9,11,6,7,9,NA,NA,4,0,1,0,0
0,1,0,0,0,1,0,100,100,2,100,0,0,0,0,42,45,12,0,1,5,3,4,1,2,0,1,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,70,Stockholm,7,100,100,100,100,100,100,100,3193,11,8,8,11,9,11,10,NA,NA,1,0,0,0,0
0,1,0,0,0,1,0,0,49,5,100,0,NA,0,1,47,50,2,0,0,5,2,4,4,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,2,70,Norra Mellansverige,25,0,0,100,100,100,100,100,3193,8,6,9,10,10,10,6,NA,NA,1,0,1,0,0
0,0,1,0,0,1,0,100,100,1,100,0,0,0,1,43,45,12,0,0,4,1,4,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,70,Stockholm,18,0,100,100,100,100,100,100,3193,11,8,9,11,9,8,9,NA,NA,2,0,1,0,0
1,0,0,0,0,0,0,100,96,2,100,0,0,0,1,43,45,12,0,0,5,3,2,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,0,70,Stockholm,11,0,100,100,100,100,100,100,3193,8,6,7,10,8,8,8,NA,NA,0,0,1,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,1,45,50,11,0,0,4,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,47500,0,0,0,0,0,0,0,0,0,1,0,0,1,-1,70,Sydsverige,7,100,100,100,100,100,100,100,3193,9,4,9,11,10,2,10,NA,NA,5,0,1,0,0
0,0,0,0,1,0,0,100,91,2,100,0,0,0,1,40,45,21,0,0,5,2,1,1,2,0,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,0,-14,70,Östra Mellansverige,27,0,0,100,100,100,100,100,3193,9,6,7,11,9,2,9,NA,NA,4,0,1,0,0
0,1,0,0,0,1,0,100,100,3,100,0,0,0,1,41,45,2,0,1,3,3,4,4,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,2,70,Norra Mellansverige,19,0,100,100,100,100,100,100,3193,11,6,9,8,6,10,10,NA,NA,1,0,1,0,0
0,1,0,0,0,1,0,100,100,2,100,0,0,0,0,48,50,7,0,0,4,3,2,1,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,70,Småland med öarna,20,0,100,100,100,100,100,100,3193,8,5,8,11,9,6,10,NA,NA,1,0,0,0,0
0,0,0,1,0,1,0,100,91,4,100,0,0,0,1,43,45,16,0,0,4,1,4,1,3,0,0,1,0,0,5,0,0,0,0,1,0,3,0,0,1,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,-15,70,Övre norrland,26,0,0,100,100,100,100,100,3193,7,5,8,10,10,9,9,8,2,3,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,42,45,19,1,0,5,4,1,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-19,70,Västsverige,20,0,100,100,100,100,100,100,3193,5,6,6,9,11,8,11,NA,NA,5,0,1,0,0
0,1,0,0,0,1,0,100,80,4,100,0,0,0,1,48,50,16,0,0,5,3,3,1,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,-8,70,Övre norrland,18,0,100,100,100,100,100,100,3193,11,6,7,11,6,10,10,NA,NA,1,0,0,0,0
0,1,0,0,0,1,0,100,100,1,100,0,0,0,1,42,45,4,0,0,5,1,1,3,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,2,70,Norra Mellansverige,13,0,100,100,100,100,100,100,3193,1,8,6,11,8,8,6,NA,NA,1,0,0,0,0
0,1,0,0,0,1,0,100,100,3,100,0,0,0,1,43,45,2,0,0,4,3,3,2,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,2,70,Norra Mellansverige,27,0,0,100,100,100,100,100,3193,8,7,8,9,8,6,5,NA,NA,1,0,1,0,0
0,1,0,0,0,1,0,100,92,4,0,0,100,0,1,42,45,2,1,0,5,3,2,5,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,2,70,Norra Mellansverige,30,0,0,0,100,100,0,0,3193,10,7,8,10,10,3,7,NA,NA,1,0,1,0,0
1,0,0,0,0,0,0,100,98,1,100,0,0,0,1,45,50,19,0,0,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-5,70,Västsverige,25,0,0,100,100,100,100,100,3193,11,8,10,9,6,4,7,NA,NA,0,1,1,0,0
0,0,0,0,0,0,1,100,92,1,0,0,100,0,0,45,50,21,0,0,4,3,4,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,0,-7,70,Östra Mellansverige,30,0,0,0,100,100,0,0,3193,4,5,6,8,8,3,8,NA,NA,5,1,0,0,0
0,0,1,0,0,1,0,100,100,1,100,0,0,0,1,46,50,19,0,0,5,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,70,Västsverige,8,100,100,100,100,100,100,100,3193,9,8,9,11,9,3,10,NA,NA,2,0,1,0,0
0,0,0,0,0,0,1,100,61,3,100,0,0,0,1,46,50,7,0,0,5,3,2,4,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,70,Småland med öarna,20,0,100,100,100,100,100,100,3193,7,4,5,10,8,8,7,NA,NA,5,1,1,0,0
0,1,0,0,0,1,0,100,100,3,100,0,0,0,1,43,45,5,1,0,5,1,4,1,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-7,70,Västsverige,25,0,0,100,100,100,100,100,3193,9,5,7,10,8,4,10,NA,NA,1,0,0,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,45,50,12,1,0,4,2,3,4,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,13,70,Stockholm,13,0,100,100,100,100,100,100,3193,9,6,7,10,9,6,9,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,50,4,100,0,0,0,1,43,45,11,0,0,3,1,4,4,4,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-5,70,Sydsverige,21,0,0,100,100,100,100,100,3193,6,6,6,11,10,3,10,NA,NA,5,0,0,0,0
0,1,0,0,0,1,0,100,100,1,100,0,0,0,1,41,45,15,1,0,4,3,4,5,4,0,0,0,1,0,5,0,0,0,0,1,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,1,-8,70,Norra Mellansverige,25,0,0,100,100,100,100,100,3193,11,1,6,11,11,6,11,NA,NA,1,0,1,0,0
0,0,1,0,0,1,0,100,83,3,100,0,0,0,0,41,45,19,0,0,5,1,1,1,4,0,0,0,1,0,4,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,-19,70,Västsverige,21,0,0,100,100,100,100,100,3193,11,6,11,11,3,6,9,NA,NA,2,0,1,0,0
0,0,0,1,0,1,0,100,94,5,100,0,0,0,1,42,45,19,1,0,4,1,2,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,-19,70,Västsverige,26,0,0,100,100,100,100,100,3193,11,6,7,11,8,7,4,8,1,3,0,1,0,0
0,0,0,0,0,0,1,100,100,1,0,0,100,0,1,43,45,11,0,0,5,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,-5,70,Sydsverige,30,0,0,0,0,0,0,0,3193,11,8,8,11,9,2,10,NA,NA,5,0,1,0,0
0,1,0,0,0,1,0,100,100,4,100,0,0,0,1,44,45,12,1,0,5,3,4,2,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,42500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,70,Stockholm,1,100,100,100,100,100,100,100,3193,11,8,7,10,8,10,7,NA,NA,1,1,1,0,0
0,0,0,0,0,0,1,100,71,2,100,0,0,0,0,40,45,13,0,0,4,1,4,4,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,70,Östra Mellansverige,7,100,100,100,100,100,100,100,3193,8,8,8,11,8,8,4,NA,NA,5,0,0,0,0
0,0,0,0,1,0,0,100,95,2,100,0,0,0,1,47,50,11,0,0,4,3,2,5,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,70,Sydsverige,11,0,100,100,100,100,100,100,3193,9,3,9,8,6,9,6,NA,NA,4,0,0,0,0
0,0,0,0,0,0,1,0,60,6,100,0,NA,0,0,41,45,19,0,0,5,1,1,2,5,0,0,0,0,1,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-19,70,Västsverige,20,0,100,100,100,100,100,100,3193,3,7,8,10,3,4,6,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,100,2,0,0,100,0,0,44,45,11,1,0,5,1,1,3,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-5,70,Sydsverige,30,0,0,0,0,0,0,0,3193,11,4,8,8,11,4,8,NA,NA,5,0,1,0,0
0,0,0,0,1,0,0,100,100,1,100,0,0,0,1,40,45,4,1,0,5,3,4,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,2,70,Norra Mellansverige,7,100,100,100,100,100,100,100,3193,11,6,5,11,11,11,7,NA,NA,4,0,1,0,0
