treat_pay,treat_soc,treat_arg,treat_info,treat_min,nudge,control,intention1,intention2_1,intention3,vaccinated,clicked,gap1,already_vacced,female,age,age_band,region,covid1_1,covid1_2,covid2_1,covid2_2,covid2_3,covid2_4,civilstatus,civilstatus_d1,civilstatus_d2,civilstatus_d3,civilstatus_d4,civilstatus_d5,education,education_d1,education_d2,education_d3,education_d4,education_d5,education_d6,occupation,occupation_d1,occupation_d2,occupation_d3,occupation_d4,occupation_d5,mother,mother_d1,mother_d2,mother_d3,mother_d4,mother_d5,mother_d6,mother_d7,mother_d8,father,father_d1,father_d2,father_d3,father_d4,father_d5,father_d6,father_d7,father_d8,income,income_d1,income_d2,income_d3,income_d4,income_d5,income_d6,income_d7,income_d8,income_d9,income_d10,income_d11,income_d12,haschildren,dist_survey_rollout,dist_datamerge,largeregions,vacc_dist_cens,vaccinated_10d,vaccinated_20d,vaccinated_30d,vaccinated_40d,vaccinated_50d,vaccinated_rollout,vaccinated_incentives,week_num,falk1_1,falk1_2,falk1_3,falk2_1,falk2_2,falk2_3,falk2_4,belief_prot_death,belief_cause_death,treatment,single,university,foreign,unemployed
0,0,0,0,1,0,0,0,100,2,0,0,NA,0,1,29,30,21,1,0,3,3,3,3,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-9,50,Östra Mellansverige,30,0,0,0,100,100,100,100,3196,8,9,8,11,4,5,11,NA,NA,4,0,0,0,0
0,0,0,0,0,0,1,100,93,2,100,0,0,0,1,37,40,6,1,0,3,1,2,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-8,50,Mellersta Norrland,29,0,0,100,100,100,100,100,3196,9,6,5,9,10,5,9,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,0,37,40,19,0,0,5,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-7,50,Västsverige,20,0,100,100,100,100,100,100,3196,9,8,9,10,7,5,10,NA,NA,5,0,1,0,0
0,1,0,0,0,1,0,100,100,1,100,0,0,0,0,37,40,11,0,0,4,4,4,4,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,8,50,Sydsverige,7,100,100,100,100,100,100,100,3196,8,8,6,11,8,7,11,NA,NA,1,0,1,0,0
0,0,0,0,0,0,1,100,100,3,100,0,0,0,0,33,35,11,0,0,5,1,1,4,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,Sydsverige,21,0,0,100,100,100,100,100,3196,5,4,7,9,9,5,11,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,0,0,7,0,0,NA,0,0,29,30,4,0,1,3,3,4,3,3,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-6,50,Norra Mellansverige,30,0,0,0,0,0,0,0,3196,11,11,11,11,6,8,6,NA,NA,5,0,0,0,0
0,0,0,1,0,1,0,100,100,4,100,0,0,0,1,37,40,12,1,0,5,1,2,2,1,1,0,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,9,50,Stockholm,7,100,100,100,100,100,100,100,3196,11,5,6,10,9,6,8,9,1,3,1,1,0,0
1,0,0,0,0,0,0,0,64,6,100,0,NA,0,1,39,40,19,0,0,5,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,-7,50,Västsverige,10,100,100,100,100,100,100,100,3196,9,4,9,10,8,2,9,NA,NA,0,0,1,0,0
0,0,0,0,1,0,0,100,92,2,0,0,100,0,1,37,40,12,0,0,5,1,1,3,4,0,0,0,1,0,4,0,0,0,1,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,9,50,Stockholm,30,0,0,0,0,0,0,0,3196,10,2,7,9,6,8,10,NA,NA,4,0,1,0,0
0,0,0,0,0,0,1,100,90,3,100,0,0,0,1,35,40,11,0,0,3,3,5,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,10,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,42500,0,0,0,0,0,0,0,0,1,0,0,0,1,8,50,Sydsverige,19,0,100,100,100,100,100,100,3196,6,5,8,9,6,4,8,NA,NA,5,0,1,1,0
0,0,1,0,0,1,0,100,75,4,100,0,0,0,1,34,35,20,0,0,5,1,3,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,50,Östra Mellansverige,15,0,100,100,100,100,100,100,3196,9,3,7,9,3,6,4,NA,NA,2,0,1,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,0,30,35,11,0,0,5,1,1,1,1,1,0,0,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,Sydsverige,8,100,100,100,100,100,100,100,3196,6,6,11,11,1,9,9,NA,NA,5,1,0,0,1
0,1,0,0,0,1,0,0,64,6,100,0,NA,0,1,36,40,19,0,0,3,4,2,1,1,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,50,Västsverige,16,0,100,100,100,100,100,100,3196,6,2,7,7,5,10,8,NA,NA,1,1,0,0,0
0,0,0,0,1,0,0,100,100,2,100,0,0,0,1,35,40,15,0,0,5,2,3,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,2,50,Norra Mellansverige,5,100,100,100,100,100,100,100,3196,11,7,8,11,8,8,10,NA,NA,4,0,1,0,0
0,0,0,0,0,0,1,100,90,2,100,0,0,0,0,33,35,19,0,0,5,1,1,1,2,0,1,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,50,Västsverige,20,0,100,100,100,100,100,100,3196,11,8,9,11,7,7,10,NA,NA,5,0,1,0,0
1,0,0,0,0,0,0,100,95,3,100,0,0,0,0,38,40,19,0,1,4,1,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-7,50,Västsverige,10,100,100,100,100,100,100,100,3196,11,9,9,10,6,5,9,NA,NA,0,1,1,0,0
0,0,0,0,0,0,1,0,0,10,0,0,NA,0,0,32,35,12,1,1,2,4,4,1,1,1,0,0,0,0,5,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,-6,50,Stockholm,30,0,0,0,0,0,0,0,3196,7,4,10,11,8,7,4,NA,NA,5,1,1,0,1
1,0,0,0,0,0,0,100,79,3,0,0,100,0,1,31,35,12,0,0,5,2,4,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-6,50,Stockholm,30,0,0,0,0,0,0,0,3196,10,7,8,8,6,8,9,NA,NA,0,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,38,40,12,0,0,4,2,4,1,4,0,0,0,1,0,6,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,1,9,50,Stockholm,6,100,100,100,100,100,100,100,3196,11,4,8,10,10,4,9,NA,NA,5,0,1,0,0
0,0,0,1,0,1,0,100,100,5,0,0,100,0,1,38,40,10,0,0,4,1,4,1,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,12,50,Övre norrland,30,0,0,0,0,100,0,0,3196,11,4,7,11,3,4,1,4,2,3,0,0,0,0
0,0,0,1,0,1,0,100,100,2,100,0,0,0,0,38,40,19,0,0,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-7,50,Västsverige,8,100,100,100,100,100,100,100,3196,8,4,6,11,9,8,9,9,0,3,1,1,0,0
0,1,0,0,0,1,0,0,40,5,0,0,NA,0,1,31,35,21,1,1,3,3,5,3,5,0,0,0,0,1,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,0,-6,50,Östra Mellansverige,30,0,0,0,0,0,0,0,3196,10,7,8,11,9,9,10,NA,NA,1,0,1,0,0
0,0,0,0,0,0,1,100,50,3,100,0,0,0,0,32,35,21,0,0,3,3,5,5,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-6,50,Östra Mellansverige,25,0,0,100,100,100,100,100,3196,6,7,7,10,9,8,10,NA,NA,5,0,0,0,0
0,0,1,0,0,1,0,100,78,5,0,0,100,0,0,30,35,13,0,1,2,3,4,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,8,50,Östra Mellansverige,30,0,0,0,0,0,0,0,3196,4,8,11,11,3,11,1,NA,NA,2,1,0,0,0
1,0,0,0,0,0,0,100,100,3,100,0,0,0,1,29,30,5,1,0,4,1,5,1,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-5,50,Västsverige,20,0,100,100,100,100,100,100,3196,11,6,4,7,4,6,6,NA,NA,0,0,0,0,0
1,0,0,0,0,0,0,100,81,1,100,0,0,0,1,32,35,19,0,0,4,3,4,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,50,Västsverige,19,0,100,100,100,100,100,100,3196,9,7,7,8,6,7,7,NA,NA,0,0,1,0,0
0,0,0,0,1,0,0,100,100,2,100,0,0,0,0,30,35,12,0,0,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,-6,50,Stockholm,8,100,100,100,100,100,100,100,3196,10,8,11,11,8,11,4,NA,NA,4,1,1,0,0
1,0,0,0,0,0,0,100,95,2,100,0,0,0,0,34,35,19,0,0,5,1,1,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,50,Västsverige,14,0,100,100,100,100,100,100,3196,10,5,9,10,8,3,8,NA,NA,0,0,1,0,0
1,0,0,0,0,0,0,100,100,4,100,1,0,0,0,38,40,11,1,0,5,1,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,8,50,Sydsverige,23,0,0,100,100,100,0,100,3196,5,5,8,11,9,11,10,NA,NA,0,1,1,0,0
0,0,0,0,1,0,0,100,100,1,100,0,0,0,0,31,35,8,0,0,4,3,3,4,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,2,50,Småland med öarna,9,100,100,100,100,100,100,100,3196,11,8,10,10,7,7,8,NA,NA,4,0,0,0,0
1,0,0,0,0,0,0,100,100,1,100,0,0,0,1,31,35,11,0,0,5,3,2,3,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,0,50,Sydsverige,5,100,100,100,100,100,100,100,3196,7,5,7,11,8,4,11,NA,NA,0,0,1,0,0
0,0,0,0,0,0,1,100,100,2,100,0,0,0,1,33,35,11,0,0,5,1,1,1,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,Sydsverige,20,0,100,100,100,100,100,100,3196,11,9,8,11,3,5,5,NA,NA,5,0,0,0,0
0,0,1,0,0,1,0,100,88,4,100,0,0,0,1,30,35,19,0,0,5,2,1,4,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,1,-7,50,Västsverige,24,0,0,100,100,100,100,100,3196,9,6,4,9,9,11,11,NA,NA,2,0,0,0,0
0,1,0,0,0,1,0,100,100,2,100,0,0,0,0,32,35,11,0,0,5,1,1,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,Sydsverige,8,100,100,100,100,100,100,100,3196,9,10,11,11,1,8,9,NA,NA,1,0,1,0,0
0,1,0,0,0,1,0,100,75,3,0,0,100,0,1,31,35,12,1,0,3,1,4,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,49,Stockholm,30,0,0,0,0,0,0,0,3196,8,6,9,11,7,8,7,NA,NA,1,0,1,0,0
0,1,0,0,0,1,0,100,70,3,100,0,0,0,1,36,40,5,0,0,4,1,4,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,8,50,Västsverige,5,100,100,100,100,100,100,100,3196,11,7,6,11,4,8,5,NA,NA,1,1,1,0,0
0,0,0,1,0,1,0,100,100,2,100,0,0,0,1,33,35,21,1,0,4,1,4,1,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,-6,50,Östra Mellansverige,7,100,100,100,100,100,100,100,3196,9,9,10,11,10,2,9,8,3,3,0,0,0,0
0,0,1,0,0,1,0,100,100,1,0,0,100,0,0,38,40,19,0,0,3,3,4,3,5,0,0,0,0,1,1,1,0,0,0,0,0,2,0,1,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,50,Västsverige,30,0,0,0,100,100,100,100,3196,7,7,9,10,10,3,7,NA,NA,2,0,0,0,1
0,0,0,1,0,1,0,0,50,10,100,1,NA,0,0,31,35,20,0,0,3,3,5,2,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-1,50,Östra Mellansverige,8,100,100,100,100,100,100,100,3196,9,6,11,10,3,9,4,1,2,3,0,1,0,0
1,0,0,0,0,0,0,100,100,2,100,0,0,0,1,31,35,12,1,0,4,1,3,1,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,10,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,0,-6,50,Stockholm,19,0,100,100,100,100,100,100,3196,11,8,7,11,8,11,1,NA,NA,0,0,0,1,0
0,0,0,0,0,0,1,100,94,3,100,0,0,0,0,32,35,11,0,0,4,2,3,5,3,0,0,1,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,42500,0,0,0,0,0,0,0,0,1,0,0,0,1,0,50,Sydsverige,10,100,100,100,100,100,100,100,3196,8,6,7,10,8,6,8,NA,NA,5,0,0,0,0
0,0,0,0,0,0,1,100,93,4,0,0,100,0,1,35,40,6,1,0,5,1,1,1,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,50,Mellersta Norrland,30,0,0,0,0,100,0,0,3196,8,3,6,9,9,4,7,NA,NA,5,0,1,0,0
0,0,0,0,0,0,1,100,100,1,100,0,0,0,1,37,40,6,0,0,4,3,1,5,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-8,50,Mellersta Norrland,14,0,100,100,100,100,100,100,3196,11,8,8,11,8,6,4,NA,NA,5,1,0,0,0
0,0,0,1,0,1,0,100,100,1,100,1,0,0,0,33,35,20,0,0,5,1,1,5,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,50,Östra Mellansverige,7,100,100,100,100,100,100,100,3196,9,11,7,11,11,1,11,8,0,3,0,0,0,0
0,1,0,0,0,1,0,100,80,2,100,0,0,0,0,31,35,11,0,0,5,3,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,Sydsverige,23,0,0,100,100,100,100,100,3196,7,9,9,10,10,4,9,NA,NA,1,0,1,0,0
0,0,0,0,1,0,0,100,99,1,100,0,0,0,1,35,40,5,1,0,4,3,5,5,3,0,0,1,0,0,5,0,0,0,0,1,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,12500,0,0,1,0,0,0,0,0,0,0,0,0,1,8,50,Västsverige,5,100,100,100,100,100,100,100,3196,9,9,8,10,4,6,8,NA,NA,4,0,1,0,0
0,0,0,0,1,0,0,0,0,10,0,0,NA,0,1,32,35,8,0,0,1,4,5,3,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,27500,0,0,0,0,0,1,0,0,0,0,0,0,1,2,50,Småland med öarna,30,0,0,0,0,0,0,0,3196,9,6,8,9,4,8,7,NA,NA,4,0,1,0,0
0,0,0,1,0,1,0,100,60,5,100,0,0,0,1,31,35,12,0,0,3,3,5,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,10,0,0,0,0,0,1,0,0,10,0,0,0,0,0,1,0,0,37500,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,50,Stockholm,27,0,0,100,100,100,100,100,3196,9,9,7,9,6,7,4,6,1,3,1,1,1,0
1,0,0,0,0,0,0,100,100,2,100,0,0,0,1,35,40,11,0,0,5,3,1,2,3,0,0,1,0,0,5,0,0,0,0,1,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,8,50,Sydsverige,6,100,100,100,100,100,100,100,3196,9,5,8,9,8,9,9,NA,NA,0,0,1,0,0
0,1,0,0,0,1,0,100,82,4,0,0,100,0,0,30,35,16,1,0,5,2,1,1,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-1,50,Övre norrland,30,0,0,0,0,0,0,0,3196,10,9,8,8,8,3,6,NA,NA,1,0,0,0,0
0,0,0,0,0,0,1,100,100,1,100,1,0,0,0,37,40,19,0,0,5,3,2,4,4,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-6,49,Västsverige,13,0,100,100,100,100,100,100,3196,9,7,8,11,9,7,11,NA,NA,5,0,0,0,0
0,0,0,0,1,0,0,0,1,10,0,0,NA,0,0,39,40,12,0,1,2,4,5,2,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,17500,0,0,0,1,0,0,0,0,0,0,0,0,0,10,49,Stockholm,30,0,0,0,0,0,0,0,3196,7,5,8,11,6,9,8,NA,NA,4,1,0,0,0
0,0,0,1,0,1,0,100,96,2,100,0,0,0,0,38,40,19,0,0,5,1,1,1,4,0,0,0,1,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,0,-6,49,Västsverige,14,0,100,100,100,100,100,100,3196,11,5,8,9,8,8,9,9,1,3,0,0,0,0
0,0,0,1,0,1,0,0,9,7,0,0,NA,0,1,34,35,12,0,0,2,4,5,5,3,0,0,1,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,-5,49,Stockholm,30,0,0,0,0,0,0,0,3196,5,2,4,6,1,11,11,4,3,3,0,0,0,1
0,0,1,0,0,1,0,100,95,2,100,0,0,0,1,33,35,12,1,0,4,1,2,4,1,1,0,0,0,0,4,0,0,0,1,0,0,5,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7500,0,1,0,0,0,0,0,0,0,0,0,0,0,-5,49,Stockholm,19,0,100,100,100,100,100,100,3196,8,5,6,9,7,6,8,NA,NA,2,1,1,0,0
0,1,0,0,0,1,0,100,100,1,100,0,0,0,1,29,30,8,0,0,5,3,1,4,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-7,49,Småland med öarna,8,100,100,100,100,100,100,100,3196,9,5,7,10,9,11,9,NA,NA,1,0,1,0,0
0,0,1,0,0,1,0,100,100,2,100,0,0,0,0,37,40,17,0,0,5,2,2,1,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,15,49,Mellersta Norrland,7,100,100,100,100,100,100,100,3196,4,8,9,11,8,4,6,NA,NA,2,1,0,0,0
0,0,0,0,1,0,0,100,90,3,100,0,0,0,0,29,30,12,1,0,3,4,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,0,-5,49,Stockholm,12,0,100,100,100,100,100,100,3196,8,8,7,9,4,9,8,NA,NA,4,1,0,0,0
1,0,0,0,0,0,0,100,100,3,100,0,0,0,1,33,35,21,1,0,5,1,1,3,3,0,0,1,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,60000,0,0,0,0,0,0,0,0,0,0,0,1,1,-5,49,Östra Mellansverige,7,100,100,100,100,100,100,100,3196,8,3,8,9,8,5,7,NA,NA,0,0,1,0,0
0,1,0,0,0,1,0,0,0,10,0,0,NA,0,1,33,35,12,1,1,1,5,5,1,4,0,0,0,1,0,6,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,-5,49,Stockholm,30,0,0,0,0,0,0,0,3196,11,11,11,11,6,3,11,NA,NA,1,0,1,0,0
0,0,0,0,1,0,0,100,100,1,100,0,0,0,0,35,40,7,0,0,3,3,2,2,3,0,0,1,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,1,9,49,Småland med öarna,7,100,100,100,100,100,100,100,3196,8,6,8,11,6,7,5,NA,NA,4,0,0,0,0
0,0,1,0,0,1,0,100,100,1,100,0,0,0,0,33,35,19,0,0,5,1,1,1,4,0,0,0,1,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,22500,0,0,0,0,1,0,0,0,0,0,0,0,1,-6,49,Västsverige,15,0,100,100,100,100,100,100,3196,9,7,8,9,8,10,9,NA,NA,2,0,1,0,0
0,0,0,0,1,0,0,100,95,2,100,0,0,0,1,36,40,11,0,0,4,1,4,1,1,1,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,32500,0,0,0,0,0,0,1,0,0,0,0,0,0,9,49,Sydsverige,5,100,100,100,100,100,100,100,3196,11,6,9,9,7,7,7,NA,NA,4,1,1,0,0
